,x,y,sort
457,-34.949715,-10.301579,6
458,-14.313955,18.333498,3
459,9.3926,-13.089258,7
460,7.333887,-21.760952,8
461,1.3112253,22.309738,1
462,63.11058,3.3607445,0
463,-18.84704,-15.981574,5
464,9.5344095,31.793612,5
465,3.5459561,-2.1668215,9
466,25.801739,20.487898,2
467,-27.973476,15.144228,4
468,-15.615565,7.122943,1
469,9.979592,-18.713598,8
470,-33.07351,26.479675,5
471,-27.203484,-7.607082,4
472,-15.748998,10.8109665,9
473,-3.6978338,-16.513924,9
474,-24.195528,-29.281431,4
475,-28.681938,-1.8822612,4
476,17.842096,13.783423,2
477,50.769646,9.172069,0
478,4.6689467,8.868696,7
479,-35.633926,-3.9624262,6
480,53.150978,-3.8835514,0
481,18.435308,0.28127018,1
482,-3.266068,1.8560257,9
483,-6.8925257,-4.8308067,9
484,16.078651,-6.0695558,2
485,5.781489,24.722935,1
486,-2.7171936,-5.697959,4
487,-30.00348,16.73866,4
488,-1.0918014,-15.028699,9
489,53.646038,7.385752,0
490,7.955648,-5.395513,7
491,58.970688,-3.0658557,0
492,21.995596,11.354632,2
493,-10.508683,-2.0994537,7
494,-12.208701,22.678797,3
495,-11.5895605,19.054634,9
496,23.913168,5.6128783,2
497,-12.829115,2.1236932,9
498,-35.810566,-16.546505,6
499,0.331841,-9.3784075,9
500,-39.34226,5.2490883,6
501,-22.795767,-30.0977,1
502,-17.841764,-0.4215058,1
503,15.325246,3.8792255,2
504,-2.576232,21.921698,8
505,-13.516651,-11.069671,9
506,46.67735,-4.4248023,0
507,7.5938187,-6.3521442,7
508,-7.730912,18.072966,8
509,13.505703,0.11431086,5
510,14.318902,-20.426702,8
511,-28.585543,-21.667881,6
512,21.848713,-16.91493,5
513,-21.97499,12.303067,7
514,-5.384881,7.4962564,8
515,21.08008,1.7083789,2
516,53.661934,13.814341,0
517,-8.117838,-5.1924386,9
518,-2.8376083,13.119897,9
519,-4.9500704,-13.467403,3
520,53.11208,11.653685,0
521,52.952705,10.018517,0
522,-20.351965,-9.036766,3
523,11.270304,-17.856106,8
524,-12.633937,-5.913861,3
525,-2.4953997,-6.7872596,4
526,-0.8827085,2.336762,8
527,11.371294,-24.661106,1
528,16.806868,-12.340671,5
529,59.523663,-0.5972676,0
530,-1.0706221,4.565797,8
531,4.859997,-1.8465422,9
532,49.002644,5.4306703,0
533,5.6911163,-26.274178,4
534,-12.51976,21.711077,3
535,10.841611,-2.007258,7
536,-8.413259,4.609612,8
537,-17.426178,-3.724519,5
538,-29.449455,23.961674,6
539,4.330246,-33.010178,5
540,-34.914562,6.877181,6
541,10.480962,-4.5118394,7
542,-15.216097,24.655819,1
543,-6.979917,-16.089676,3
544,22.063778,-4.2352242,2
545,24.429844,18.325611,2
546,0.48267242,-3.516793,7
547,-21.673235,-22.322044,9
548,3.570078,-10.557834,9
549,-12.528734,-2.141265,3
550,21.620827,-23.306368,1
551,11.159863,22.919836,3
552,14.079372,-14.328803,9
553,-34.43028,11.211943,6
554,15.43584,-26.097809,1
555,9.53598,7.9513836,4
556,-30.238834,-26.217049,6
557,59.95879,-2.7948287,0
558,8.242063,10.260796,9
559,-42.49712,-14.570203,6
560,48.38359,13.026995,0
561,6.285586,15.675532,9
562,-28.38253,16.73175,4
563,-18.417654,-8.246994,3
564,-26.551405,6.84191,4
565,-10.844384,-33.61689,4
566,-6.505106,12.424812,7
567,50.623352,14.22774,0
568,24.160995,9.919448,2
569,-5.4055333,-27.999496,3
570,-31.32186,-26.975765,6
571,-34.10033,15.3889265,4
572,-17.229023,-24.264538,4
573,-11.872286,-25.336323,1
574,-24.206955,1.5863107,4
575,-24.652231,15.584742,8
576,-34.068356,7.8384,6
577,-20.36279,24.55326,4
578,-18.651985,14.544899,3
579,4.489534,12.463473,9
580,26.033272,-17.920082,5
581,-27.805262,2.4403877,5
582,-33.717823,2.2496262,4
583,-18.386816,-7.988026,3
584,-27.885592,-1.5126449,4
585,9.108973,17.914856,3
586,16.335587,-0.061179806,5
587,-8.505165,3.2977302,8
588,-10.318125,-9.008105,9
589,-12.521719,5.9047117,9
590,51.806324,15.277789,0
591,24.433279,-1.5090485,2
592,24.986652,1.8706492,5
593,-27.210266,-7.449329,4
594,-18.671026,-11.838456,3
595,-14.510797,-16.681068,7
596,19.886217,13.07966,2
597,-3.2501533,-9.856258,8
598,-27.965824,-15.712157,6
599,-37.550236,6.4462028,6
600,52.542446,6.4384675,0
601,-2.7599869,-20.649881,9
602,-33.557472,11.940064,6
603,-14.117146,-6.6604095,3
604,-15.49848,-23.442919,4
605,-5.54939,-16.261478,3
606,-30.165382,-1.7346531,4
607,55.1291,6.6446137,0
608,4.9967155,-19.113657,7
609,-29.971592,25.622526,6
610,-37.741844,-3.2434368,6
611,-27.119057,5.240658,4
612,18.114792,-6.092135,2
613,-9.54698,-7.946285,3
614,54.65554,-2.3962197,0
615,-2.370403,20.35598,8
616,-27.406145,18.324945,4
617,30.382612,-5.7200494,5
618,-28.40356,-10.69365,4
619,-10.561769,-14.033903,3
620,13.793068,-3.3373866,7
621,-27.612473,9.0605,4
622,-12.317694,-10.7665205,9
623,-26.509525,-26.94617,6
624,-6.111656,23.119013,8
625,-15.567487,-14.63235,7
626,19.101868,10.104419,2
627,-1.4785192,-28.977737,5
628,-10.650354,-6.5096416,3
629,16.794935,11.591333,2
630,-23.342052,8.973886,1
631,0.77691567,-26.844473,4
632,55.57278,7.5017595,0
633,-28.20803,-15.216303,6
634,-21.639101,5.137607,4
635,-15.02338,-11.648596,8
636,47.97267,1.571514,0
637,55.546227,-1.189884,0
638,59.962425,2.9607384,0
639,23.785103,-10.115264,2
640,60.71261,5.4094763,0
641,21.766104,15.444977,2
642,28.71674,8.015116,5
643,56.710316,5.0624714,0
644,1.7451463,10.379584,7
645,-3.7655554,3.9539955,9
646,-23.46122,-14.390751,4
647,6.2040386,-22.076126,8
648,54.41412,-6.40424,0
649,1.8459537,16.529943,3
650,13.142587,9.935813,2
651,8.689661,-1.7746227,7
652,-9.4353695,7.300432,8
653,-37.189697,12.080113,6
654,-3.1471803,6.222721,7
655,-30.996063,-9.861361,1
656,3.121337,-7.1736064,8
657,-23.299847,-15.801319,4
658,10.788048,-2.7795534,7
659,-0.15760621,5.910048,8
660,17.93429,-19.863218,5
661,-13.682876,18.144457,3
662,29.512789,15.51201,5
663,26.281431,3.196947,5
664,53.905373,12.511976,0
665,-9.942214,-16.106592,3
666,12.32317,20.07116,1
667,52.402164,-7.1733155,0
668,16.58249,-19.708399,1
669,-10.060781,10.837639,8
670,-22.015873,-4.649469,1
671,-16.086803,18.340065,3
672,-15.479518,7.525328,1
673,-30.792133,4.8460374,4
674,14.202185,21.3773,1
675,-29.752443,-10.643296,4
676,-5.031793,-27.765907,3
677,22.95476,8.4564295,2
678,21.201366,-7.191714,2
679,4.7470784,5.970242,7
680,1.2982514,-27.702835,4
681,19.557074,3.9654057,2
682,20.093943,9.223488,2
683,30.550116,-11.910755,6
684,-17.870031,-34.21973,5
685,27.124891,1.9879264,1
686,6.7659492,15.50583,9
687,-37.437607,-18.665527,6
688,51.141277,-7.2898407,0
689,-29.859488,-4.7757163,4
690,-20.325651,0.00014256386,1
691,-23.008972,4.729312,4
692,49.164593,-3.363831,0
693,-0.30279276,-8.282373,9
694,59.242023,0.92820936,0
695,12.723256,-7.505881,7
696,17.887913,0.4323436,1
697,12.727967,-4.9130664,7
698,10.775194,23.02084,3
699,-2.933132,9.890813,9
700,-29.798487,-25.738146,6
701,8.209803,5.7465167,7
702,-19.965897,-5.2228594,1
703,-19.695028,16.6804,1
704,19.845465,24.971888,5
705,-15.843009,15.489817,5
706,3.7846582,17.126957,3
707,-30.058187,-5.087779,4
708,11.521624,-29.648996,1
709,-21.301306,-6.670043,3
710,25.036213,18.93738,2
711,14.671814,7.7415867,2
712,13.206651,6.754915,2
713,-11.003177,-6.891261,3
714,15.703939,13.220367,2
715,49.4552,1.5953083,0
716,32.072105,-1.0261838,5
717,8.371326,7.575192,7
718,0.15068175,27.561459,8
719,56.155746,0.95110416,0
720,-23.314112,1.8882309,8
721,-13.024829,-4.763861,3
722,-27.451141,8.799255,4
723,-6.800622,-15.148713,3
724,12.695031,14.764303,2
725,4.4496694,3.463572,7
726,-7.0567303,1.9302232,8
727,24.35494,17.13617,2
728,14.807661,-25.412521,3
729,-42.377815,-7.87525,6
730,-35.00998,16.365528,6
731,-19.33291,6.542396,1
732,-18.472347,-19.897942,1
733,26.006866,-19.030355,5
734,-6.1685967,4.987136,8
735,-13.902669,28.880962,1
736,45.995667,-3.095864,0
737,48.262928,14.257121,0
738,9.277796,22.624567,3
739,29.361706,-2.0255365,5
740,-6.685014,-28.091454,1
741,-8.368698,-11.1887245,7
742,-0.80861354,26.537971,8
743,-31.830013,-15.985383,6
744,52.661407,12.838111,0
745,48.328274,-5.581085,0
746,-12.380902,9.169382,9
747,-26.293802,-3.3690064,4
748,-40.742474,9.506628,5
749,17.761196,-13.157706,5
750,-33.31547,26.632238,1
751,-1.6253079,15.032368,3
752,-38.30467,-16.303848,6
753,50.883217,0.47739163,0
754,-37.56185,-7.230339,6
755,19.037672,13.219782,2
756,32.563457,10.754456,5
757,-9.9700775,26.031744,1
758,1.8148826,3.83497,7
