,x,y,sort
0,-4.132418894486494,15.123936988759198,7
1,-5.632690010858067,-10.912333721705329,6
2,10.649187633505356,14.09014315095479,3
3,3.0336245972844837,7.274878978690532,9
4,-5.348490884934097,0.9547282055286094,8
5,-26.24941690306388,-9.149670516335599,6
6,-18.88935375530531,3.6412811555015736,7
7,-1.752557315268588,-8.32352929354344,9
8,-5.871805668974804,-6.433656025257925,6
9,-22.530631172746897,-9.568206279902299,5
10,10.848291058578896,1.3330957815201137,7
11,-1.3410226313769416,4.095764003879585,8
12,-4.525789464772721,-19.325717423244296,2
13,-1.9862963448476214,-17.55172966807138,2
14,28.096588677545302,2.142427749530567,4
15,-4.096927307916155,-15.013868966607008,6
16,0.21329474532351966,-7.207820527070714,5
17,6.442618119297298,-4.359749847179608,9
18,-4.707250430121606,2.429672378697068,8
19,1.5445127189547252,27.58454297079658,4
20,15.373280774745563,22.314953080500388,4
21,-18.367601016643977,6.1839632731189615,1
22,-19.538713512567124,-0.8221787473833363,4
23,-1.804754549751656,19.6878283888726,7
24,-10.539301745715507,-13.557878483208249,2
25,-11.97844142423116,-1.902557387700203,8
26,3.0506801926313045,-20.04097028508978,5
27,1.7009128117158716,-20.072849563085683,5
28,-4.1187896002651945,1.4845370045952606,8
29,-1.9069325878796357,-17.60542721952916,2
30,-2.3243372170341106,-11.323918539219171,0
31,-3.783558625844004,-7.087745610653541,0
32,-4.9030974373519935,-10.575178633549013,6
33,9.759639931302903,-21.830822153976197,5
34,9.814873123658199,-21.884172566269907,5
35,3.8210666151696757,-10.496812975144467,0
36,-11.242020059410073,-16.758063741268067,1
37,0.8564660381719972,15.381588108730217,3
38,20.385353356119175,2.7822901160357985,5
39,-24.860726613062475,4.859115276878122,1
40,-20.290575681995957,-5.490982246623932,1
41,22.075788815300065,0.6762528700605089,1
42,10.55104128020352,-10.287887945338802,5
43,2.384499018955368,-7.821468437617712,5
44,11.18542285377939,13.417004398340419,1
45,-4.0999986482159585,-5.642763711344253,0
46,-15.840636871523426,1.8266838464775716,3
47,-1.0674157847432542,-7.750160909936306,5
48,-13.402209202877753,-7.405849143222091,2
49,-5.863281387377133,16.70755459710204,3
50,9.089156238681328,-0.6010980956279953,8
51,19.130626835497946,-13.58342039982423,5
52,17.890924643681405,2.529510627886842,7
53,-14.5249760735834,-9.518477056146903,2
54,1.3163764670730116,18.298330785933413,3
55,0.8768315097572701,-10.614382908609532,5
56,3.6283488821523635,0.9901549705020869,8
57,-3.1484757624274606,-9.693605178191968,0
58,-21.321387919081484,7.5383501633241545,1
59,10.660877864481543,13.415423093734338,7
